order_id,cust_id,prod_id,order_date,quantity,discount_pct,status,channel,payment_method
115,998,12,2025-09-13,8,15,Pending,In-Store,Bank Transfer
116,821,6,2026-02-18,7,0,Pending,Mobile,Bank Transfer
117,329,7,2025-11-10,2,0,Cancelled,In-Store,Crypto
118,618,46,2025-11-11,7,0,Pending,In-Store,Crypto
119,44,47,2025-03-26,6,10,Pending,In-Store,Credit Card
120,77,43,2025-05-06,7,0,Returned,Mobile,Credit Card
121,147,39,2025-06-24,8,0,Shipped,Web,PayPal
122,798,42,2026-02-25,6,0,Pending,Web,PayPal
123,696,29,2025-04-27,6,0,Pending,Web,PayPal
124,543,24,2025-10-17,7,0,Cancelled,Mobile,Credit Card
125,27,48,2025-10-01,3,5,Returned,Partner,Credit Card
126,269,50,2025-10-05,5,15,Pending,Mobile,Bank Transfer
127,711,32,2025-08-31,4,0,Shipped,Web,Crypto
128,177,46,2025-06-11,8,0,Cancelled,In-Store,Credit Card
129,564,35,2025-08-02,5,0,Shipped,Mobile,Bank Transfer
130,521,15,2025-12-25,2,0,Shipped,Mobile,Crypto
131,27,24,2025-11-23,9,10,Cancelled,Partner,PayPal
132,627,6,2025-09-09,2,0,Pending,Partner,Crypto
133,788,27,2025-10-24,10,0,Shipped,In-Store,Credit Card
134,461,30,2026-02-16,9,0,Shipped,Mobile,PayPal
135,444,33,2025-05-30,1,20,Shipped,Mobile,Bank Transfer
136,169,11,2025-11-30,6,15,Shipped,In-Store,Bank Transfer
137,867,6,2025-03-22,5,0,Returned,In-Store,PayPal
138,641,20,2025-03-21,10,10,Shipped,Mobile,PayPal
139,176,43,2025-07-02,10,15,Returned,In-Store,Credit Card
140,846,2,2025-11-22,2,0,Returned,In-Store,PayPal
141,786,37,2025-10-11,7,10,Shipped,Partner,Bank Transfer
142,658,20,2025-12-23,8,0,Pending,In-Store,Crypto
143,75,45,2025-03-28,1,0,Pending,Partner,Crypto
144,476,14,2025-12-03,6,10,Shipped,In-Store,Bank Transfer
145,752,23,2025-11-16,7,0,Cancelled,Web,Bank Transfer
146,248,30,2025-03-03,2,0,Pending,Mobile,PayPal
147,100,4,2025-11-26,5,5,Returned,Partner,PayPal
148,986,11,2025-03-31,6,10,Cancelled,Mobile,PayPal
149,511,33,2025-09-30,8,5,Cancelled,Partner,Credit Card
150,93,26,2026-01-28,9,5,Shipped,Mobile,Bank Transfer
151,50,4,2025-07-09,5,5,Returned,Partner,Bank Transfer
152,550,1,2025-11-03,2,5,Shipped,In-Store,Bank Transfer
153,783,26,2025-11-02,6,0,Pending,Web,PayPal
154,372,36,2025-03-23,5,0,Pending,Partner,Bank Transfer
155,846,40,2025-06-03,10,0,Shipped,Web,Crypto
156,383,22,2025-12-31,9,0,Shipped,Mobile,Crypto
157,513,3,2025-08-10,1,0,Shipped,In-Store,Crypto
158,532,30,2025-11-25,3,10,Returned,Mobile,Bank Transfer
159,954,40,2025-08-21,6,0,Pending,In-Store,Bank Transfer
160,520,33,2025-08-28,9,5,Returned,In-Store,Crypto
161,836,2,2025-12-03,6,0,Shipped,Partner,Bank Transfer
162,816,47,2025-06-21,1,10,Pending,In-Store,PayPal
163,739,4,2026-02-27,10,5,Shipped,Partner,PayPal
164,842,44,2025-05-07,4,0,Returned,Web,PayPal
165,20,29,2025-09-29,6,5,Shipped,Partner,PayPal
166,421,33,2025-03-14,10,5,Shipped,Mobile,PayPal
167,575,21,2025-07-06,8,10,Pending,In-Store,PayPal
168,471,35,2025-08-16,6,10,Cancelled,In-Store,Crypto
169,197,16,2025-08-14,5,10,Cancelled,Mobile,Bank Transfer
170,790,19,2026-01-30,4,15,Pending,In-Store,Crypto
171,358,36,2026-01-02,5,0,Shipped,Partner,Crypto
172,839,23,2026-02-17,3,0,Shipped,In-Store,Credit Card
173,355,29,2025-08-15,5,15,Pending,Mobile,PayPal
174,848,35,2026-01-22,5,10,Cancelled,Mobile,Credit Card
175,631,48,2025-08-11,10,0,Shipped,Web,PayPal
176,654,15,2025-04-20,1,0,Pending,In-Store,Crypto
177,103,44,2025-11-28,3,0,Returned,Mobile,Crypto
178,669,31,2025-07-30,8,15,Shipped,In-Store,Bank Transfer
179,293,42,2025-03-07,1,20,Shipped,Mobile,Credit Card
180,936,12,2025-04-19,7,20,Shipped,Web,Crypto
181,807,32,2025-06-22,3,15,Cancelled,Web,Credit Card
182,306,37,2026-02-24,10,0,Cancelled,In-Store,Crypto
183,657,35,2025-10-16,9,5,Shipped,Partner,Bank Transfer
184,198,8,2025-07-23,6,0,Pending,In-Store,PayPal
185,15,48,2025-03-04,6,20,Cancelled,Mobile,PayPal
186,626,41,2025-12-13,7,20,Pending,In-Store,Credit Card
187,411,43,2025-10-27,2,0,Shipped,Partner,Bank Transfer
188,959,16,2025-05-01,1,0,Pending,Mobile,Crypto
189,772,18,2025-10-02,6,0,Returned,Web,Bank Transfer
190,670,24,2025-05-05,4,0,Shipped,Partner,Bank Transfer
191,164,26,2025-04-02,9,15,Cancelled,Web,Bank Transfer
192,377,40,2025-07-20,4,0,Shipped,Partner,PayPal
193,466,48,2025-04-22,10,0,Pending,Partner,PayPal
194,781,16,2025-06-30,10,20,Shipped,Partner,Bank Transfer
195,80,37,2025-03-06,2,0,Returned,Mobile,PayPal
196,169,21,2025-07-20,9,5,Shipped,Mobile,Crypto
197,94,33,2025-06-18,8,20,Shipped,Partner,PayPal
198,526,27,2026-02-11,8,10,Shipped,Partner,Bank Transfer
199,741,2,2025-09-16,7,0,Shipped,Mobile,Credit Card
200,47,28,2025-05-21,6,15,Shipped,Web,Credit Card
201,957,31,2025-08-24,1,0,Pending,Mobile,PayPal
202,785,42,2025-11-18,7,0,Pending,Partner,Crypto
203,385,6,2025-08-04,9,0,Cancelled,Web,PayPal
204,551,26,2026-02-08,9,0,Shipped,Web,Credit Card
205,306,30,2025-04-26,9,5,Returned,Partner,PayPal
206,254,30,2026-02-16,6,0,Cancelled,Mobile,Credit Card
207,33,43,2025-03-20,7,10,Shipped,Mobile,PayPal
208,69,7,2026-02-13,10,0,Pending,Web,PayPal
209,759,3,2025-03-23,7,5,Shipped,Mobile,Credit Card
210,144,33,2025-06-25,5,0,Returned,In-Store,Bank Transfer
211,243,20,2025-08-20,3,15,Returned,Mobile,Crypto
212,308,18,2025-06-12,1,10,Returned,Mobile,Crypto
213,570,32,2025-05-24,1,0,Pending,In-Store,Crypto
214,419,10,2026-02-07,5,5,Shipped,Partner,PayPal
215,870,15,2025-12-18,5,20,Shipped,Partner,Credit Card
216,576,27,2025-07-29,7,10,Returned,Mobile,Crypto
217,249,17,2025-03-03,4,0,Shipped,Partner,Bank Transfer
218,95,35,2025-06-19,4,0,Cancelled,Partner,Credit Card
219,895,5,2025-04-26,4,20,Returned,Mobile,Crypto
220,214,22,2025-10-15,5,0,Shipped,Mobile,Credit Card
221,765,49,2025-11-04,8,0,Returned,Mobile,Crypto
222,938,16,2025-08-03,9,0,Cancelled,Partner,Crypto
223,547,42,2025-04-12,6,0,Cancelled,In-Store,Crypto
224,478,7,2025-04-15,8,20,Cancelled,Mobile,Bank Transfer
225,321,27,2025-06-10,1,10,Shipped,Mobile,Credit Card
226,268,36,2025-11-19,10,10,Pending,In-Store,PayPal
227,201,22,2025-12-19,4,5,Returned,Mobile,Crypto
228,564,42,2026-01-09,6,0,Pending,Partner,Crypto
229,173,47,2025-07-12,6,0,Shipped,Partner,PayPal
230,939,35,2026-02-17,1,10,Shipped,Web,Credit Card
231,783,1,2025-03-22,7,0,Shipped,Web,PayPal
232,10,14,2025-08-09,9,5,Cancelled,Web,Crypto
233,676,32,2025-07-29,1,0,Returned,Partner,Credit Card
234,18,34,2025-05-14,5,10,Cancelled,Web,Crypto
235,826,12,2025-06-26,2,0,Returned,Mobile,PayPal
236,197,40,2025-05-23,9,0,Cancelled,In-Store,Crypto
237,81,24,2026-01-12,7,5,Returned,Mobile,PayPal
238,308,44,2025-06-21,2,15,Shipped,Web,Crypto
239,389,25,2026-01-28,9,5,Shipped,Web,PayPal
240,85,32,2026-02-17,7,15,Cancelled,Web,Credit Card
241,236,14,2025-12-11,10,5,Cancelled,Web,Credit Card
242,701,18,2025-09-18,9,10,Shipped,Mobile,Bank Transfer
243,17,14,2025-09-26,10,0,Pending,Web,Bank Transfer
244,167,37,2025-06-28,4,10,Pending,In-Store,Crypto
245,774,48,2025-05-09,3,20,Shipped,In-Store,Credit Card
246,101,28,2025-04-14,4,20,Shipped,In-Store,Crypto
247,993,50,2025-06-24,6,0,Cancelled,Partner,Crypto
248,234,23,2025-10-16,9,5,Pending,Mobile,Crypto
249,88,50,2026-02-17,10,0,Shipped,Web,Credit Card
250,275,10,2025-05-21,7,15,Shipped,Partner,Bank Transfer
251,370,7,2025-10-01,2,0,Cancelled,Partner,Bank Transfer
252,780,18,2025-05-24,2,0,Shipped,Mobile,Crypto
253,460,36,2025-12-23,9,10,Pending,Web,Credit Card
254,92,23,2025-08-24,9,0,Returned,In-Store,Crypto
255,13,19,2025-08-17,7,5,Shipped,Mobile,PayPal
256,702,25,2025-03-06,3,0,Cancelled,In-Store,Bank Transfer
257,505,10,2025-09-02,2,0,Pending,In-Store,Crypto
258,307,31,2025-04-02,2,0,Cancelled,Mobile,Crypto
259,609,40,2025-11-28,4,5,Shipped,Mobile,Bank Transfer
260,7,26,2025-10-13,6,20,Returned,Partner,Bank Transfer
261,451,22,2025-03-28,7,20,Returned,Mobile,Bank Transfer
262,329,39,2025-08-25,4,5,Cancelled,Mobile,Crypto
263,992,21,2025-10-05,5,15,Pending,Mobile,Bank Transfer
264,386,18,2026-01-19,7,0,Shipped,Mobile,PayPal
265,699,50,2026-02-12,9,0,Pending,Mobile,Crypto
266,817,19,2025-06-04,2,20,Pending,Partner,PayPal
267,649,20,2025-08-10,4,0,Shipped,Partner,Crypto
268,76,29,2025-12-08,10,5,Returned,Partner,Crypto
269,557,3,2025-12-13,6,15,Returned,Web,Credit Card
270,788,16,2025-06-08,6,0,Returned,Web,Crypto
271,991,49,2025-04-20,6,20,Pending,Web,Credit Card
272,101,17,2026-01-03,4,10,Returned,Mobile,Crypto
273,384,26,2025-03-20,8,20,Returned,Mobile,Bank Transfer
274,26,31,2025-05-28,2,0,Pending,Web,Credit Card
275,852,47,2025-10-16,3,0,Cancelled,In-Store,Crypto
276,804,14,2025-06-26,9,5,Cancelled,Partner,Credit Card
277,449,47,2025-12-25,8,0,Shipped,In-Store,Credit Card
278,830,46,2025-08-22,2,0,Cancelled,Web,PayPal
279,953,48,2025-04-21,4,10,Shipped,Mobile,Bank Transfer
280,574,28,2025-06-06,8,0,Pending,Mobile,PayPal
281,656,43,2025-06-24,7,5,Shipped,Mobile,Crypto
282,607,28,2026-02-22,7,0,Shipped,Mobile,Bank Transfer
283,771,46,2025-10-06,2,10,Shipped,Mobile,Bank Transfer
284,334,13,2025-09-11,8,0,Cancelled,Partner,Bank Transfer
285,612,25,2025-12-25,10,5,Returned,Web,Bank Transfer
286,361,30,2025-10-21,10,0,Cancelled,Web,PayPal
287,321,8,2026-02-12,4,0,Shipped,Mobile,Bank Transfer
288,711,10,2025-10-03,9,5,Pending,Mobile,Crypto
289,434,12,2025-04-12,8,15,Returned,Mobile,PayPal
290,502,19,2025-11-22,3,0,Cancelled,Partner,Credit Card
291,887,23,2025-11-23,1,5,Shipped,Mobile,Crypto
292,987,36,2025-05-09,9,15,Pending,Partner,Crypto
293,426,46,2025-12-16,8,5,Shipped,Web,Credit Card
294,815,49,2025-06-10,4,0,Shipped,In-Store,PayPal
295,551,19,2025-12-13,3,20,Pending,Partner,Credit Card
296,587,8,2025-07-31,5,20,Returned,In-Store,Credit Card
297,779,47,2025-12-23,8,10,Shipped,Partner,Credit Card
298,754,42,2025-03-02,4,0,Shipped,Partner,Bank Transfer
299,357,6,2025-06-02,8,20,Shipped,Mobile,PayPal
300,831,48,2025-04-20,10,15,Cancelled,Partner,PayPal
301,631,9,2025-03-08,4,20,Shipped,Web,Bank Transfer
302,546,18,2025-10-23,10,10,Shipped,In-Store,Bank Transfer
303,297,37,2025-12-03,5,20,Returned,Web,PayPal
304,986,49,2025-03-27,7,0,Cancelled,Mobile,PayPal
305,256,10,2025-08-16,6,20,Shipped,Partner,Crypto
306,146,37,2026-01-25,5,15,Pending,Partner,Crypto
307,78,41,2025-04-22,2,5,Returned,In-Store,Bank Transfer
308,466,32,2025-10-14,6,10,Shipped,Web,Crypto
309,651,43,2025-09-18,6,20,Shipped,Partner,PayPal
310,992,28,2025-10-02,4,5,Cancelled,In-Store,Bank Transfer
311,346,36,2025-12-01,10,0,Returned,Partner,Bank Transfer
312,916,44,2025-04-07,1,0,Shipped,Partner,Credit Card
313,128,11,2025-06-07,8,5,Shipped,Partner,PayPal
314,706,9,2025-06-07,5,0,Cancelled,Web,Bank Transfer
315,257,6,2025-11-12,6,15,Shipped,Web,Crypto
316,641,20,2025-08-11,4,5,Shipped,Web,Credit Card
317,219,31,2025-04-27,2,0,Returned,Mobile,Crypto
318,10,1,2025-04-15,6,20,Shipped,Partner,PayPal
319,490,5,2026-02-11,4,5,Shipped,Web,Credit Card
320,321,24,2025-04-13,5,0,Pending,Mobile,PayPal
321,71,34,2026-01-10,10,0,Returned,Mobile,Crypto
322,360,47,2025-09-17,4,15,Shipped,Partner,Crypto
323,881,14,2025-07-11,2,0,Shipped,Web,Crypto
324,360,28,2025-06-22,6,20,Shipped,Mobile,Bank Transfer
325,661,6,2025-11-17,4,10,Returned,In-Store,Credit Card
326,869,43,2025-09-16,5,0,Returned,Mobile,Crypto
327,303,42,2025-10-15,1,20,Shipped,Partner,Crypto
328,116,16,2025-10-21,8,15,Returned,Web,Credit Card
329,370,21,2025-07-21,3,5,Returned,Partner,Bank Transfer
330,560,44,2025-06-26,3,20,Pending,Web,Credit Card
331,602,5,2025-12-30,1,0,Shipped,Web,Credit Card
332,972,26,2025-03-11,9,0,Returned,Partner,Crypto
333,719,26,2025-06-10,2,15,Returned,Mobile,Bank Transfer
334,86,20,2025-09-22,2,10,Shipped,Mobile,Bank Transfer
335,401,38,2025-09-23,2,0,Pending,Mobile,Credit Card
336,251,6,2026-01-16,7,0,Pending,Web,Bank Transfer
337,683,48,2025-03-19,3,0,Shipped,Mobile,Credit Card
338,168,32,2025-11-16,6,10,Returned,In-Store,PayPal
339,381,9,2025-04-16,5,15,Shipped,Web,Bank Transfer
340,827,28,2025-03-22,5,10,Shipped,In-Store,Credit Card
341,509,30,2025-03-23,9,0,Shipped,Partner,PayPal
342,377,11,2025-04-23,5,20,Shipped,Web,PayPal
343,759,33,2025-09-06,1,0,Shipped,Mobile,Credit Card
344,484,24,2026-02-06,7,0,Shipped,Web,Crypto
345,230,21,2025-05-24,4,5,Cancelled,In-Store,Credit Card
346,586,24,2025-11-30,2,10,Shipped,Mobile,PayPal
347,824,34,2026-02-17,1,5,Shipped,Partner,Bank Transfer
348,793,20,2025-06-30,6,0,Returned,Partner,Credit Card
349,378,13,2025-07-28,5,10,Cancelled,Mobile,Crypto
350,378,38,2025-11-28,8,20,Shipped,Mobile,PayPal
351,7,27,2025-08-26,1,0,Returned,In-Store,Credit Card
352,974,22,2025-09-14,1,20,Pending,In-Store,Credit Card
353,211,34,2025-09-07,4,5,Pending,Web,PayPal
354,729,18,2025-10-19,2,0,Shipped,Partner,Bank Transfer
355,470,48,2025-07-21,2,10,Shipped,Mobile,Crypto
356,77,38,2025-04-24,10,0,Pending,Mobile,PayPal
357,299,17,2025-12-25,6,20,Pending,In-Store,Bank Transfer
358,464,18,2025-12-22,4,0,Shipped,Mobile,Credit Card
359,160,7,2025-08-10,3,5,Pending,In-Store,Crypto
360,124,35,2025-04-10,6,20,Shipped,Partner,Bank Transfer
361,475,17,2026-01-26,2,0,Shipped,In-Store,Credit Card
362,221,21,2025-06-02,3,0,Shipped,In-Store,Crypto
363,526,4,2025-05-25,5,0,Shipped,Web,Crypto
364,876,29,2025-10-20,9,15,Returned,Mobile,Credit Card
365,474,7,2025-09-19,3,0,Shipped,Web,PayPal
366,134,13,2025-03-18,7,0,Shipped,In-Store,Credit Card
367,23,5,2026-01-01,4,15,Pending,Mobile,Credit Card
368,927,22,2025-05-20,2,0,Pending,Web,PayPal
369,947,37,2025-03-14,7,20,Pending,Partner,Credit Card
370,392,44,2025-05-18,7,0,Cancelled,Mobile,PayPal
371,282,18,2025-05-23,8,0,Shipped,Mobile,Bank Transfer
372,511,27,2025-04-23,9,5,Shipped,Web,Bank Transfer
373,393,9,2026-01-11,7,0,Returned,Mobile,Credit Card
374,392,46,2025-08-29,6,5,Returned,Partner,Bank Transfer
375,935,37,2025-06-25,9,0,Pending,In-Store,PayPal
376,27,21,2025-11-30,10,0,Shipped,In-Store,Credit Card
377,829,31,2025-10-30,9,0,Returned,Mobile,PayPal
378,103,16,2025-03-06,4,0,Returned,Web,PayPal
379,590,25,2025-12-04,6,20,Shipped,Mobile,PayPal
380,607,21,2025-08-26,6,10,Shipped,In-Store,PayPal
381,577,13,2025-10-30,8,10,Cancelled,Mobile,Crypto
382,39,6,2025-11-09,1,0,Returned,Mobile,Credit Card
383,540,31,2025-09-16,1,0,Returned,Mobile,PayPal
384,349,46,2025-03-13,3,20,Cancelled,Web,Credit Card
385,152,38,2025-09-30,3,20,Shipped,In-Store,Credit Card
386,383,46,2025-05-14,7,10,Shipped,In-Store,Bank Transfer
387,331,9,2025-09-28,3,15,Pending,Partner,Bank Transfer
388,179,46,2025-03-01,9,15,Returned,In-Store,PayPal
389,682,38,2025-11-10,3,5,Cancelled,In-Store,PayPal
390,182,47,2025-09-27,1,15,Returned,Partner,Credit Card
391,187,39,2025-07-11,6,20,Returned,Mobile,Credit Card
392,960,32,2026-01-21,3,0,Shipped,Mobile,Bank Transfer
393,328,11,2025-04-28,2,20,Cancelled,Partner,Credit Card
394,272,14,2025-05-15,4,15,Shipped,In-Store,Bank Transfer
395,806,7,2025-09-11,1,0,Pending,Partner,Crypto
396,993,11,2026-01-27,7,5,Pending,In-Store,Crypto
397,104,31,2025-11-26,10,15,Shipped,Mobile,Crypto
398,76,3,2025-06-09,5,0,Cancelled,In-Store,Credit Card
399,76,22,2025-09-18,3,5,Shipped,Web,Credit Card
400,347,39,2025-09-01,10,5,Shipped,Partner,PayPal
401,622,28,2025-04-26,3,0,Shipped,In-Store,PayPal
402,998,13,2025-05-11,7,15,Returned,In-Store,Bank Transfer
403,305,16,2025-10-07,2,0,Pending,Partner,PayPal
404,56,24,2025-06-29,1,5,Shipped,In-Store,Crypto
405,205,7,2025-06-26,1,0,Shipped,In-Store,Credit Card
406,485,8,2025-06-02,5,20,Pending,Partner,Crypto
407,917,43,2025-04-11,5,0,Returned,Partner,PayPal
408,380,25,2025-06-11,6,0,Pending,Web,Bank Transfer
409,451,30,2025-03-09,5,0,Cancelled,Web,PayPal
410,771,45,2025-10-05,2,0,Cancelled,Partner,PayPal
411,567,4,2025-10-23,7,20,Returned,Partner,Crypto
412,587,16,2025-09-02,8,0,Shipped,Partner,Credit Card
413,515,37,2025-07-25,9,20,Returned,Mobile,Credit Card
414,973,49,2025-05-05,8,0,Shipped,Mobile,PayPal
415,130,3,2025-03-14,7,0,Pending,Mobile,PayPal
416,855,39,2025-12-18,5,0,Shipped,Web,Crypto
417,570,26,2025-11-25,9,0,Cancelled,Partner,Credit Card
418,806,45,2026-01-12,10,10,Returned,Partner,Credit Card
419,425,10,2025-05-11,3,10,Returned,Web,Credit Card
420,577,50,2025-09-23,2,20,Cancelled,In-Store,Crypto
421,271,25,2025-11-27,8,10,Returned,Partner,Credit Card
422,177,18,2025-12-28,7,0,Returned,Partner,Credit Card
423,406,22,2025-10-31,4,0,Pending,In-Store,Bank Transfer
424,21,22,2026-01-17,5,0,Cancelled,Partner,Credit Card
425,996,15,2025-12-23,3,0,Pending,In-Store,Bank Transfer
426,747,27,2025-07-09,10,15,Shipped,Mobile,Crypto
427,217,27,2025-03-18,8,20,Returned,In-Store,Credit Card
428,528,11,2025-10-14,2,0,Returned,Partner,PayPal
429,800,34,2025-09-22,10,0,Shipped,Mobile,PayPal
430,858,4,2026-01-16,4,0,Pending,Web,Bank Transfer
431,722,13,2025-05-30,5,0,Pending,Partner,Credit Card
432,698,2,2025-09-02,4,0,Pending,Partner,PayPal
433,984,31,2025-06-20,10,10,Cancelled,In-Store,PayPal
434,858,17,2025-05-17,2,0,Shipped,Partner,Credit Card
